,x,y,z,rep,zmodel
0,-1.0,0.0,-3.05,1,-3.0532460706366646
1,-0.995,0.0,-3.0116508262500004,1,-3.018066473536825
2,-0.99,0.0,-2.97370161,1,-2.9829356531398385
3,-0.985,0.0,-2.93614980875,1,-2.9478653245654955
4,-0.98,0.0,-2.89899288,1,-2.91286715257091
5,-0.975,0.0,-2.86222828125,1,-2.8779527323430583
6,-0.97,0.0,-2.82585347,1,-2.843133570460131
7,-0.965,0.0,-2.78986590375,1,-2.8084210660930182
8,-0.96,0.0,-2.75426304,1,-2.7738264925169704
9,-0.955,0.0,-2.71904233625,1,-2.7393609790017193
10,-0.95,0.0,-2.68420125,1,-2.705035493145982
11,-0.945,0.0,-2.64973723875,1,-2.670860823719741
12,-0.94,0.0,-2.61564776,1,-2.6368475640744693
13,-0.935,0.0,-2.58193027125,1,-2.6030060961781074
14,-0.93,0.0,-2.54858223,1,-2.5693465753277343
15,-0.925,0.0,-2.51560109375,1,-2.5358789155887718
16,-0.92,0.0,-2.48298432,1,-2.5026127760052086
17,-0.915,0.0,-2.45072936625,1,-2.4695575476206866
18,-0.91,0.0,-2.41883369,1,-2.436722341345531
19,-0.905,0.0,-2.387294748749999,1,-2.4041159766998677
20,-0.8999999999999999,0.0,-2.3561099999999997,1,-2.3717469714579673
21,-0.8949999999999999,0.0,-2.325276901249999,1,-2.33962353221386
22,-0.8899999999999999,0.0,-2.294792909999999,1,-2.3077535458832292
23,-0.8849999999999999,0.0,-2.2646554837499995,1,-2.276144572151529
24,-0.8799999999999999,0.0,-2.234862079999999,1,-2.2448038368733334
25,-0.8749999999999999,0.0,-2.20541015625,1,-2.2137382264230823
26,-0.8699999999999999,0.0,-2.17629717,1,-2.182954282992671
27,-0.8649999999999999,0.0,-2.147520578749999,1,-2.1524582008269055
28,-0.8599999999999999,0.0,-2.119077839999999,1,-2.1222558233834774
29,-0.8549999999999999,0.0,-2.0909664112499997,1,-2.092352641400129
30,-0.8499999999999999,0.0,-2.063183749999999,1,-2.0627537918478787
31,-0.8449999999999999,0.0,-2.035727313749999,1,-2.0334640577456864
32,-0.8399999999999999,0.0,-2.0085945599999997,1,-2.0044878688087655
33,-0.8349999999999999,0.0,-1.9817829462499992,1,-1.9758293028998422
34,-0.8299999999999998,0.0,-1.9552899299999995,1,-1.9474920882501208
35,-0.8249999999999998,0.0,-1.9291129687499995,1,-1.919479606414476
36,-0.8199999999999998,0.0,-1.903249519999999,1,-1.8917948959234756
37,-0.8149999999999998,0.0,-1.877697041249999,1,-1.8644406565932583
38,-0.8099999999999998,0.0,-1.8524529899999995,1,-1.8374192544530055
39,-0.8049999999999998,0.0,-1.8275148237499992,1,-1.8107327272488112
40,-0.7999999999999998,0.0,-1.8028799999999996,1,-1.7843827904820602
41,-0.7949999999999998,0.0,-1.778545976249999,1,-1.758370843940085
42,-0.7899999999999998,0.0,-1.7545102099999994,1,-1.732697978676735
43,-0.7849999999999998,0.0,-1.7307701587499993,1,-1.7073649844006613
44,-0.7799999999999998,0.0,-1.707323279999999,1,-1.6823723572295248
45,-0.7749999999999998,0.0,-1.6841670312499988,1,-1.657720307768919
46,-0.7699999999999998,0.0,-1.661298869999999,1,-1.6334087694756252
47,-0.7649999999999998,0.0,-1.638716253749999,1,-1.6094374072658184
48,-0.7599999999999998,0.0,-1.616416639999999,1,-1.5858056263299805
49,-0.7549999999999998,0.0,-1.5943974862499992,1,-1.5625125811175953
50,-0.7499999999999998,0.0,-1.5726562499999988,1,-1.539557184456094
51,-0.7449999999999998,0.0,-1.5511903887499991,1,-1.5169381167700673
52,-0.7399999999999998,0.0,-1.5299973599999992,1,-1.4946538353683454
53,-0.7349999999999998,0.0,-1.509074621249999,1,-1.4727025837682446
54,-0.7299999999999998,0.0,-1.488419629999999,1,-1.4510824010279781
55,-0.7249999999999998,0.0,-1.4680298437499988,1,-1.429791131060009
56,-0.7199999999999998,0.0,-1.4479027199999992,1,-1.4088264318998895
57,-0.7149999999999997,0.0,-1.428035716249999,1,-1.3881857849069346
58,-0.7099999999999997,0.0,-1.4084262899999989,1,-1.3678665038748055
59,-0.7049999999999997,0.0,-1.389071898749999,1,-1.347865744031926
60,-0.6999999999999997,0.0,-1.3699699999999988,1,-1.328180510913278
61,-0.6949999999999997,0.0,-1.351118051249999,1,-1.3088076690869321
62,-0.6899999999999997,0.0,-1.332513509999999,1,-1.2897439507202195
63,-0.6849999999999997,0.0,-1.314153833749999,1,-1.2709859639721008
64,-0.6799999999999997,0.0,-1.296036479999999,1,-1.2525302011998471
65,-0.6749999999999997,0.0,-1.278158906249999,1,-1.2343730469695489
66,-0.6699999999999997,0.0,-1.2605185699999988,1,-1.216510785861479
67,-0.6649999999999997,0.0,-1.2431129287499991,1,-1.1989396100626013
68,-0.6599999999999997,0.0,-1.225939439999999,1,-1.1816556267398268
69,-0.6549999999999997,0.0,-1.2089955612499992,1,-1.1646548651888053
70,-0.6499999999999997,0.0,-1.192278749999999,1,-1.1479332837541891
71,-0.6449999999999997,0.0,-1.1757864637499988,1,-1.131486776518309
72,-0.6399999999999997,0.0,-1.159516159999999,1,-1.1153111797562596
73,-0.6349999999999997,0.0,-1.143465296249999,1,-1.0994022781562178
74,-0.6299999999999997,0.0,-1.1276313299999992,1,-1.08375581080473
75,-0.6249999999999997,0.0,-1.112011718749999,1,-1.0683674769374176
76,-0.6199999999999997,0.0,-1.0966039199999993,1,-1.0532329414563175
77,-0.6149999999999997,0.0,-1.0814053912499988,1,-1.0383478402156354
