,x1,y,rep,ymodel
0,-1.9900000000000428,0.0490350881553607,0.0,-0.03669302337280836
1,-1.980000000000043,0.0497936285261665,0.0,-0.0321787328368926
2,-1.9700000000000435,0.050571008169439,0.0,-0.02764282738498061
3,-1.9600000000000437,0.0513679877402209,0.0,-0.023085507149047946
4,-1.950000000000044,0.0521853638496029,0.0,-0.01850697908729232
5,-1.940000000000044,0.0530239708659391,0.0,-0.013907456996907736
6,-1.930000000000044,0.0538846828076051,0.0,-0.009287161522659987
7,-1.9200000000000443,0.0547684153314547,0.0,-0.004646320161170531
8,-1.9100000000000448,0.0556761278211872,0.0,1.4832739175713039e-05
9,-1.9000000000000448,0.0566088255798991,0.0,0.004696055982786523
10,-1.890000000000045,0.0575675621311024,0.0,0.009397101535960461
11,-1.8800000000000447,0.058553441632487,0.0,0.014117714540606868
12,-1.8700000000000452,0.0595676214066455,0.0,0.018857633332652057
13,-1.8600000000000456,0.0606113145928735,0.0,0.023616589465208337
14,-1.8500000000000456,0.0616857929240013,0.0,0.028394307736558544
15,-1.840000000000046,0.0627923896319739,0.0,0.03319050622302011
16,-1.8300000000000465,0.0639325024855856,0.0,0.03800489631673512
17,-1.8200000000000465,0.0651075969633641,0.0,0.04283718276843773
18,-1.810000000000047,0.0663192095640717,0.0,0.04768706373523077
19,-1.800000000000047,0.0675689512566374,0.0,0.05255423083341629
20,-1.790000000000047,0.0688585110705265,0.0,0.05743836919639783
21,-1.780000000000047,0.0701896598265583,0.0,0.06233915753768443
22,-1.7700000000000475,0.0715642540070054,0.0,0.06725626821900516
23,-1.7600000000000475,0.0729842397623708,0.0,0.07218936732354694
24,-1.750000000000048,0.0744516570505459,0.0,0.07713811473431445
25,-1.7400000000000482,0.0759686439020518,0.0,0.08210216421760999
26,-1.7300000000000484,0.0775374408027033,0.0,0.0870811635116169
27,-1.7200000000000486,0.0791603951822913,0.0,0.0920747544200696
28,-1.7100000000000488,0.0808399659946588,0.0,0.09708257291098624
29,-1.700000000000049,0.0825787283708461,0.0,0.10210424922042025
30,-1.6900000000000492,0.0843793783226789,0.0,0.10713940796120267
31,-1.6800000000000497,0.0862447374692567,0.0,0.11218766823661494
32,-1.6700000000000497,0.0881777577531517,0.0,0.11724864375894176
33,-1.66000000000005,0.0901815261066975,0.0,0.12232194297283758
34,-1.65000000000005,0.0922592690214532,0.0,0.12740716918343895
35,-1.6400000000000503,0.0944143569656529,0.0,0.13250392068913688
36,-1.6300000000000503,0.096650308585179,0.0,0.13761179091893136
37,-1.6200000000000507,0.0989707946131569,0.0,0.14273036857426893
38,-1.610000000000051,0.1013796414016632,0.0,0.1478592377752644
39,-1.6000000000000512,0.1038808339761455,0.0,0.15299797821119668
40,-1.5900000000000514,0.1064785184989408,0.0,0.15814616529516798
41,-1.5800000000000516,0.1091770040126907,0.0,0.16330337032279926
42,-1.5700000000000518,0.1119807633175151,0.0,0.16846916063483672
43,-1.560000000000052,0.1148944328174925,0.0,0.1736430997835324
44,-1.5500000000000522,0.1179228111524383,0.0,0.1788247477026558
45,-1.5400000000000524,0.1210708564102702,0.0,0.18401366088099144
46,-1.5300000000000529,0.1243436816936287,0.0,0.18920939253916638
47,-1.5200000000000529,0.1277465487921931,0.0,0.19441149280964673
48,-1.510000000000053,0.1312848596897188,0.0,0.19961950891973793
49,-1.5000000000000533,0.1349641456127653,0.0,0.20483298537742253
50,-1.4900000000000535,0.1387900533071317,0.0,0.21005146415985218
51,-1.4800000000000535,0.1427683282090363,0.0,0.2152744849043192
52,-1.470000000000054,0.1469047941621797,0.0,0.2205015851015186
53,-1.460000000000054,0.1512053293203673,0.0,0.22573230029091837
54,-1.4500000000000544,0.1556758378698521,0.0,0.23096616425803526
55,-1.4400000000000546,0.1603222172078694,0.0,0.2362027092334297
56,-1.4300000000000548,0.1651503202259724,0.0,0.24144146609321324
57,-1.420000000000055,0.1701659123710607,0.0,0.2466819645608729
58,-1.4100000000000552,0.1753746231958775,0.0,0.25192373341020313
59,-1.4000000000000554,0.180781892166819,0.0,0.25716630066914103
60,-1.3900000000000556,0.1863929085727823,0.0,0.2624091938242994
61,-1.3800000000000558,0.1922125454769352,0.0,0.2676519400259839
62,-1.370000000000056,0.1982452877760055,0.0,0.27289406629349044
63,-1.3600000000000565,0.2044951545806003,0.0,0.2781350997204656
64,-1.3500000000000565,0.2109656163061781,0.0,0.28337456768012836
65,-1.3400000000000567,0.2176595070674998,0.0,0.2886119980301334
66,-1.330000000000057,0.2245789331981761,0.0,0.2938469193168769
67,-1.3200000000000571,0.23172517896813,0.0,0.2990788609790309
68,-1.3100000000000571,0.239098610840189,0.0,0.3043073535500981
69,-1.3000000000000576,0.2466985818850965,0.0,0.30953192885978986
70,-1.2900000000000578,0.254523338252036,0.0,0.31475212023401866
71,-1.280000000000058,0.2625699298568503,0.0,0.31996746269330767
72,-1.2700000000000582,0.2708341276877522,0.0,0.3251774931494208
73,-1.2600000000000584,0.2793103503217287,0.0,0.33038175060002073
74,-1.2500000000000586,0.2879916023761386,0.0,0.3355797763211622
75,-1.2400000000000588,0.2968694276708538,0.0,0.34077111405744154
76,-1.230000000000059,0.3059338798293505,0.0,0.3459553102096119
77,-1.2200000000000593,0.3151735128874858,0.0,0.3511319140194955
78,-1.2100000000000597,0.3245753941951376,0.0,0.35630047775201945
79,-1.2000000000000597,0.3341251414831864,0.0,0.361460556874205
80,-1.19000000000006,0.343806985427934,0.0,0.36661171023095174
81,-1.18000000000006,0.3536038583869074,0.0,0.3717535002174658
82,-1.1700000000000603,0.3634975092226655,0.0,0.376885492948173
83,-1.1600000000000603,0.3734686433020946,0.0,0.38200725842198324
84,-1.1500000000000608,0.3834970858929677,0.0,0.38711837068376387
85,-1.140000000000061,0.3935619663186921,0.0,0.39221840798189433
86,-1.1300000000000612,0.4036419194212199,0.0,0.39730695292177776
87,-1.1200000000000614,0.4137153001667762,0.0,0.40238359261519074
88,-1.1100000000000616,0.423760406652144,0.0,0.40744791882536724
89,-1.1000000000000618,0.4337557063672522,0.0,0.41249952810770885
90,-1.090000000000062,0.4436800603697259,0.0,0.41753802194602785
91,-1.0800000000000622,0.4535129400440967,0.0,0.42256300688423587
92,-1.0700000000000625,0.4632346313542013,0.0,0.42757409465339524
93,-1.060000000000063,0.4728264219402676,0.0,0.4325709022940649
94,-1.0500000000000629,0.4822707670375069,0.0,0.4375530522738659
95,-1.040000000000063,0.4915514309656147,0.0,0.4425201726002186
96,-1.0300000000000633,0.5006536018151164,0.0,0.44747189692819056
97,-1.0200000000000635,0.5095639778895021,0.0,0.452407864663421
98,-1.0100000000000635,0.5182708254032137,0.0,0.4573277210600766
99,-1.000000000000064,0.5267640078389876,0.0,0.4622311173138127
100,-0.9900000000000642,0.5350349881938158,0.0,0.46711771064972385
101,-0.9800000000000644,0.5430768060584152,0.0,0.4719871644052581
102,-0.9700000000000646,0.5508840320576341,0.0,0.4768391481080946
103,-0.9600000000000648,0.5584527026150857,0.0,0.48167333754898134
104,-0.950000000000065,0.5657802382905815,0.0,0.48648941484953856
105,-0.9400000000000652,0.5728653490779685,0.0,0.4912870685250428
106,-0.9300000000000654,0.5797079300551806,0.0,0.4960659935422035
